###sprites.png
##1 //EntityIdentificator::SHIP
#0 //STATE_STRAIGHT_FLIGHT
23 19 0 0 0 0 0 23 19 0 1 6 0 10 6 12
#1 //ASCENDING
23 19 0 0 0 23 0 23 19 0 1 5 0 10 7 12
#2 //DESCENDING
23 19 0 0 0 46 0 23 19 0 1 6 0 10 7 12
#3 //EXPLODING
69 57 -35 -10 15 0 116 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 70 116 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 139 116 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 208 116 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 0 173 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 70 173 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 139 173 69 57 200 5 5 0 30 43 30
69 57 -35 -10 15 208 173 69 57 200 5 5 0 30 43 30
#4 //NOT_VISIBLE
23 19 0 0 0 108 0 23 19 0 1 6 0 10 6 12
##2 //EntityIdentificator::FUEL_TANK
#5 //FUEL_TANK_QUIET
32 32 0 0 0 0 19 32 32 0 0 7 1 15 18 15
#6 //FUEL_TANK_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##3 //EntityIdentificator::RADAR_TOWER
#7 //RADAR_TOWER_QUIET
32 32 0 0 0 0 51 32 32 0 4 8 3 11 17 12
#8 //RADAR_TOWER_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##4 //EntityIdentificator::GUN_VERTICAL
#9 //GUN_VERTICAL_QUIET
32 32 0 0 0 32 51 32 32 0 0 16 1 9 9 20
#10 //GUN_VERTICAL_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##5 //EntityIdentificator::GUN_HORIZONTAL_NORTH
#11 //GUN_HORIZONTAL_NORTH_QUIET
32 32 0 0 0 64 51 32 32 0 1 12 0 19 9 9
#12 //GUN_HORIZONTAL_NORTH_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##6 //EntityIdentificator::GUN_HORIZONTAL_SOUTH
#13 //GUN_HORIZONTAL_SOUTH_QUIET
32 32 0 0 0 96 51 32 32 0 2 3 0 22 9 9
#14 //GUN_HORIZONTAL_SOUTH_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##7 //EntityIdentificator::PARKED_PLANE
#15 //PARKED_PLANE_QUIET
32 32 0 0 0 128 51 32 32 0 1 14 0 11 6 15
#16 //PARKED_PLANE_EXPLODING
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 32 19 32 32 200 0 7 1 15 18 15
32 32 0 0 0 64 19 32 32 200 0 7 1 15 18 15
##8 //EntityIdentificator::LASER_BOLT_GREEN
#17 //LASER_BOLT_GREEN_QUIET
16 9 0 0 0 92 0 16 9 0 0 6 0 2 2 14
##9 //EntityIdentificator::ENEMY_RUNE
#18 //ENEMY_RUNE_QUIET
32 32 0 0 0 0 83 32 32 0 0 21 1 15 4 15
##10 //EntityIdentificator::SHIP_SHADOW
#19 //SHIP_SHADOW_QUIET
23 19 0 0 0 69 0 23 19 0 1 6 0 10 6 12
